Node_Nos.,X_Co-ordinate,Y_Co-ordinate,Z_Co-ordinate,DL_Influence_Area_Name,DL_Influence_Surface_Area_sqmt,DL_Surface_U_Value_mt,DL_Surface_v_Value_mt,DL_Red,DL_Green,DL_Blue,DL_%Factor_Per_Floor_Area,DL_Masking,Sunhour/Solar Radiation_Influence_Area_Name,Facad_Bldg_Envelop_Area_sqmt,Facad_Bldg_Envelop_U_Surface_mt,Facad_Bldg_Envelop__V_Surface_mt,Sunhour_Red,Sunhour_Green,Sunhour_Blue,Sunhour_Per_Sqmt_Facad,Solar_Radiatiion_Red,Solar_Radiatiion_Green,Solar_Radiatiion_Blue,Solar_Radiatiion_Per_Sqmt_Facad
198,266.794495,214.450253,10,0,0,0,0,0,0,0,0,0,Facad/Bldg_Ext_Envelope,4.500034,3,1.5,1,0.913725,0,4536.444444,0.917647,0.2,0,1488.98944
199,253.005913,228.238835,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
200,267.324825,214.980583,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
201,267.324825,217.101903,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
202,252.475583,229.829825,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
203,254.596903,231.951145,2.5,Window,5.4,1.8,3,0,0,0,0,1,Facad/Bldg_Ext_Envelope,15.000016,3,5,0.180392,0,0.819608,316.333333,0.592157,0.709804,0.894118,249.746481
204,250.884592,230.360155,7.5,0,0,0,0,0,0,0,0,0,Facad/Bldg_Ext_Envelope,7.500008,1.5,5,0.07451,0,0.92549,175.466667,0.521569,0.643137,0.85098,309.683947
205,267.324825,219.223223,7.5,Window,5.4,1.8,3,0,0,0,0,1,Facad/Bldg_Ext_Envelope,15.00007,3,5,0.32549,0,0.67451,569.533333,0.917647,0.207843,0,210.160277
206,265.203505,217.101903,10,0,0,0,0,0,0,0,0,0,Facad/Bldg_Ext_Envelope,18.000104,3,6,1,0.941176,0,3484.555556,0.917647,0.156863,0,1137.416933
207,252.475583,231.951145,2.5,0,0,0,0,0,0,0,0,0,Facad/Bldg_Ext_Envelope,15.000016,3,5,0.243137,0,0.756863,430.666667,0.917647,0.160784,0,349.070158
208,264.142845,218.162563,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
209,253.536243,230.890485,5,Floor_Surface,9,3,3,238,139,16,74,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
210,265.733835,215.510913,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
211,268.385485,216.041243,5,Floor_Surface,9,3,3,238,139,16,74,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
212,256.187893,222.935534,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
213,260.960864,217.101903,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
214,263.082184,214.980583,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
215,251.414922,228.769165,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216,257.778883,222.405204,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
217,259.900204,220.283883,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
218,251.945253,227.178175,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
219,245.934845,225.410408,7.5,0,0,0,0,0,0,0,0,0,Facad/Bldg_Ext_Envelope,7.500008,1.5,5,0.541176,0,0.458824,1269.333333,0.917647,0.164706,0,391.233459
220,266.264165,213.919922,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
221,252.475583,225.587184,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
222,256.895,219.4,10,0,0,0,0,0,0,0,0,0,Facad/Bldg_Ext_Envelope,95.999921,24,14.5,1,0.960784,0,4627.885417,0.45098,0.576471,0.792157,1518.316264
223,246.465175,223.819417,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
224,254.596903,223.465864,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
225,260.430534,218.692893,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
226,260.253757,207.909515,5,Floor_Surface,9,3,3,234,102,0,83,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
227,245.404515,222.758757,10,0,0,0,0,0,0,0,0,0,Facad/Bldg_Ext_Envelope,9.000019,3,3,1,0.996078,0,3669.444444,0.729412,0.819608,0.858824,1184.399534
228,253.889796,214.273476,0,Floor_Surface,9,3,3,234,103,1,82,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
229,261.314417,206.848855,2.5,0,0,0,0,0,0,0,0,0,Facad/Bldg_Ext_Envelope,15.00007,3,5,0.721569,0,0.278431,1264.466667,0.929412,0.552941,0.047059,366.368608
230,246.995505,224.349747,10,0,0,0,0,0,0,0,0,0,Facad/Bldg_Ext_Envelope,4.50001,3,1.5,1,0.992157,0,4872.444444,0.529412,0.654902,0.858824,1573.586483
231,253.359466,217.985786,10,0,0,0,0,0,0,0,0,0,Facad/Bldg_Ext_Envelope,4.50001,1.5,3,1,0.984314,0,4837.555556,0.917647,0.188235,0,1577.074948
232,252.829136,213.212816,2.5,Window,5.4,1.8,3,0,0,0,0,1,Facad/Bldg_Ext_Envelope,15.000016,3,5,1,0.141176,0,2001.866667,0.917647,0.172549,0,832.481726
233,254.420126,216.925126,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
234,244.343855,223.819417,7.5,0,0,0,0,0,0,0,0,0,Facad/Bldg_Ext_Envelope,15.000016,3,5,0.466667,0,0.533333,821.666667,0.372549,0.498039,0.72549,351.389236
235,259.193097,206.848855,2.5,Window,5.4,1.8,3,0,0,0,0,1,Facad/Bldg_Ext_Envelope,14.999962,3,5,1,0.164706,0,2042.066667,0.968627,0.8,0.219608,849.509503
236,250.707816,215.334136,7.5,Window,5.4,1.8,3,0,0,0,0,1,Facad/Bldg_Ext_Envelope,14.999962,3,5,1,0.388235,0,2436.866667,0.917647,0.168627,0,896.026187
237,252.829136,215.334136,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
238,260.253757,207.909515,0,Floor_Surface,9,3,3,234,103,1,82,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
239,251.768476,216.394796,10,0,0,0,0,0,0,0,0,0,Facad/Bldg_Ext_Envelope,8.999987,3,3,1,0.988235,0,3644.666667,0.917647,0.180392,0,1184.450322
240,261.314417,208.970175,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
241,253.889796,214.273476,5,Floor_Surface,9,3,3,234,102,1,82,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
242,244.343855,221.698097,7.5,Window,5.4,1.8,3,0,0,0,0,1,Facad/Bldg_Ext_Envelope,15.000016,3,5,1,0.305882,0,2286.466667,0.921569,0.505882,0.015686,827.170785
243,252.829136,217.455456,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
244,261.844747,209.500505,10,0,0,0,0,0,0,0,0,0,Facad/Bldg_Ext_Envelope,4.499977,1.5,3,1,0.929412,0,4598.444444,0.917647,0.156863,0,1521.022228
245,260.784087,210.561165,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
246,256.541447,214.803806,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
247,254.950456,213.212816,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
248,258.132437,212.152155,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
249,259.193097,208.970175,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
250,254.950456,215.334136,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
251,255.480786,215.864466,10,0,0,0,0,0,0,0,0,0,Facad/Bldg_Ext_Envelope,4.499994,3,1.5,1,0.984314,0,4835.333333,0.941176,0.639216,0.105882,1579.069173
252,254.950456,211.091495,7.5,Window,5.4,1.8,3,0,0,0,0,1,Facad/Bldg_Ext_Envelope,14.999962,3,5,1,0.411765,0,2477.333333,0.941176,0.870588,0.372549,922.594346
253,269.446145,217.101903,2.5,Window,5.4,1.8,3,0,0,0,0,1,Facad/Bldg_Ext_Envelope,14.999962,3,5,0.176471,0,0.823529,314.8,0.454902,0.580392,0.796078,209.796117
254,259.193097,211.091495,10,0,0,0,0,0,0,0,0,0,Facad/Bldg_Ext_Envelope,18.000104,6,3,1,0.968627,0,3581.888889,0.466667,0.592157,0.803922,1155.837868
255,257.071777,213.212816,10,0,0,0,0,0,0,0,0,0,Facad/Bldg_Ext_Envelope,17.999926,3,6,1,0.980392,0,3611.722222,0.933333,0.580392,0.062745,1171.369523
256,269.446145,214.980583,2.5,0,0,0,0,0,0,0,0,0,Facad/Bldg_Ext_Envelope,14.999962,3,5,0.262745,0,0.737255,460.866667,0.462745,0.588235,0.8,192.337155
257,268.385485,216.041243,0,Floor_Surface,9,3,3,238,142,18,73,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
258,257.071777,208.970175,7.5,Window,5.4,1.8,3,0,0,0,0,1,Facad/Bldg_Ext_Envelope,15.00007,3,5,1,0.4,0,2453.6,0.917647,0.203922,0,919.20368
259,262.905408,208.439845,7.5,0,0,0,0,0,0,0,0,0,Facad/Bldg_Ext_Envelope,7.4999,1.5,5,0.827451,0.007843,0.172549,1953.066667,0.92549,0.533333,0.035294,578.901369
260,251.945253,229.299495,10,0,0,0,0,0,0,0,0,0,Facad/Bldg_Ext_Envelope,4.499985,1.5,3,1,0.956863,0,4726.666667,0.666667,0.772549,0.909804,1562.915675
261,259.369874,221.874874,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
262,255.657563,226.647845,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
263,259.900204,224.526524,5,Floor_Surface,9,3,3,238,139,16,74,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
264,260.960864,223.465864,2.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
265,258.309214,222.935534,10,0,0,0,0,0,0,0,0,0,Facad/Bldg_Ext_Envelope,4.499977,3,1.5,1,0.933333,0,4610.888889,0.917647,0.207843,0,1559.714456
266,258.839544,227.708505,7.5,Window,5.4,1.8,3,0,0,0,0,1,Facad/Bldg_Ext_Envelope,15.00007,3,5,0.243137,0,0.756863,433.2,0.690196,0.8,0.92549,215.550027
267,254.596903,229.829825,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
268,260.960864,225.587184,2.5,Window,5.4,1.8,3,0,0,0,0,1,Facad/Bldg_Ext_Envelope,14.999962,3,5,0.172549,0,0.827451,301.333333,0.678431,0.788235,0.929412,207.884877
269,257.248553,223.996194,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
270,256.718223,229.829825,7.5,Window,5.4,1.8,3,0,0,0,0,1,Facad/Bldg_Ext_Envelope,14.999962,3,5,0.25098,0,0.74902,442.666667,0.917647,0.156863,0,240.329623
271,258.839544,225.587184,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
272,259.900204,224.526524,0,Floor_Surface,9,3,3,239,142,18,73,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
273,256.718223,225.587184,10,0,0,0,0,0,0,0,0,0,Facad/Bldg_Ext_Envelope,18.000055,3,6,1,0.937255,0,3474.944444,0.92549,0.529412,0.031373,1164.088786
274,258.839544,223.465864,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
275,254.596903,227.708505,10,0,0,0,0,0,0,0,0,0,Facad/Bldg_Ext_Envelope,17.999982,6,3,1,0.945098,0,3498.777778,0.937255,0.603922,0.078431,1169.118267
276,268.385485,216.041243,10,0,0,0,0,0,0,0,0,0,Facad/Bldg_Ext_Envelope,9.000019,3,3,1,0.909804,0,3377.444444,0.454902,0.580392,0.796078,1113.194238
277,254.596903,231.951145,7.5,Window,5.4,1.8,3,0,0,0,0,1,Facad/Bldg_Ext_Envelope,15.000016,3,5,0.262745,0,0.737255,459.666667,0.917647,0.156863,0,259.256675
278,269.446145,214.980583,7.5,0,0,0,0,0,0,0,0,0,Facad/Bldg_Ext_Envelope,14.999962,3,5,0.698039,0.011765,0.301961,1247.933333,0.447059,0.572549,0.788235,342.093537
279,262.021524,222.405204,0,Floor_Surface,9,3,3,238,142,19,73,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
280,265.203505,221.344544,7.5,Window,5.4,1.8,3,0,0,0,0,1,Facad/Bldg_Ext_Envelope,14.999908,3,5,0.282353,0,0.717647,498.733333,0.917647,0.156863,0,203.350764
281,263.082184,219.223223,10,0,0,0,0,0,0,0,0,0,Facad/Bldg_Ext_Envelope,17.999926,6,3,1,0.941176,0,3482.777778,0.458824,0.580392,0.8,1146.680967
282,263.082184,223.465864,2.5,Window,5.4,1.8,3,0,0,0,0,1,Facad/Bldg_Ext_Envelope,15.00007,3,5,0.180392,0,0.819608,323.666667,0.917647,0.172549,0,202.945395
283,261.491194,219.753553,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
284,260.960864,221.344544,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
285,259.193097,206.848855,7.5,Window,5.4,1.8,3,0,0,0,0,1,Facad/Bldg_Ext_Envelope,14.999962,3,5,1,0.368627,0,2403.333333,0.917647,0.160784,0,898.897084
286,262.021524,222.405204,5,Floor_Surface,9,3,3,238,139,16,74,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
287,253.889796,214.273476,10,0,0,0,0,0,0,0,0,0,Facad/Bldg_Ext_Envelope,8.999955,3,3,1,0.988235,0,3640.555556,0.768627,0.796078,0.694118,1183.995758
288,269.446145,217.101903,7.5,Window,5.4,1.8,3,0,0,0,0,1,Facad/Bldg_Ext_Envelope,14.999962,3,5,0.341176,0,0.658824,597.666667,0.917647,0.180392,0,228.454785
289,260.430534,220.814214,10,0,0,0,0,0,0,0,0,0,Facad/Bldg_Ext_Envelope,4.499985,1.5,3,1,0.933333,0,4624.444444,0.537255,0.658824,0.862745,1550.075464
290,263.082184,221.344544,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
291,260.253757,207.909515,10,0,0,0,0,0,0,0,0,0,Facad/Bldg_Ext_Envelope,9.000019,3,3,1,0.933333,0,3459.666667,0.921569,0.509804,0.019608,1139.386831
292,261.314417,206.848855,7.5,0,0,0,0,0,0,0,0,0,Facad/Bldg_Ext_Envelope,15.00007,3,5,0.87451,0.015686,0.12549,1564.266667,0.933333,0.580392,0.062745,464.939096
293,252.829136,213.212816,7.5,Window,5.4,1.8,3,0,0,0,0,1,Facad/Bldg_Ext_Envelope,15.000016,3,5,1,0.407843,0,2468,0.917647,0.309804,0,917.905262
294,263.082184,223.465864,7.5,Window,5.4,1.8,3,0,0,0,0,1,Facad/Bldg_Ext_Envelope,15.00007,3,5,0.25098,0,0.74902,445.466667,0.443137,0.568627,0.784314,198.459422
295,260.960864,223.465864,7.5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
296,259.900204,224.526524,10,0,0,0,0,0,0,0,0,0,Facad/Bldg_Ext_Envelope,9.000019,3,3,1,0.921569,0,3423.666667,0.917647,0.203922,0,1145.303434
297,252.475583,231.951145,7.5,0,0,0,0,0,0,0,0,0,Facad/Bldg_Ext_Envelope,15.000016,3,5,0.411765,0,0.588235,722.666667,0.490196,0.611765,0.823529,385.286577
298,260.960864,225.587184,7.5,Window,5.4,1.8,3,0,0,0,0,1,Facad/Bldg_Ext_Envelope,14.999962,3,5,0.243137,0,0.756863,428,0.764706,0.835294,0.792157,210.139705
299,262.021524,222.405204,10,0,0,0,0,0,0,0,0,0,Facad/Bldg_Ext_Envelope,8.999987,3,3,1,0.917647,0,3407.333333,0.443137,0.568627,0.788235,1141.552899
300,253.536243,230.890485,10,0,0,0,0,0,0,0,0,0,Facad/Bldg_Ext_Envelope,9.000019,3,3,1,0.941176,0,3492.888889,0.505882,0.627451,0.835294,1167.301116
